county,state_name,lat,lng,population
Union,New Mexico,36.4816,-103.471,4074
Schuyler,Missouri,40.4703,-92.521,4066
Owsley,Kentucky,37.4192,-83.6831,4054
Stafford,Kansas,38.031,-98.7174,4054
Valley,Nebraska,41.5673,-98.9819,4053
Dunn,North Dakota,47.3568,-102.6182,4049
Meade,Kansas,37.2382,-100.3662,4019
Edmunds,South Dakota,45.4188,-99.2153,4014
Pierce,North Dakota,48.2496,-99.9718,3999
Wells,North Dakota,47.5875,-99.6609,3990
Gregory,South Dakota,43.1924,-99.1856,3983
Columbia,Washington,46.2975,-117.9078,3980
Kearny,Kansas,38.0003,-101.3199,3964
Mason,Texas,30.7177,-99.2261,3959
Red Lake,Minnesota,47.8717,-96.0953,3912
Sharkey,Mississippi,32.8798,-90.8132,3910
Corson,South Dakota,45.7086,-101.1969,3906
Sioux,North Dakota,46.1127,-101.0404,3896
Clark,South Dakota,44.8582,-97.7295,3837
Sargent,North Dakota,46.1078,-97.6306,3828
Pope,Illinois,37.4127,-88.5615,3799
Lake of the Woods,Minnesota,48.7712,-94.9046,3786
Knox,Missouri,40.1282,-92.1481,3772
Ellis,Oklahoma,36.2184,-99.7546,3755
Haskell,Kansas,37.5622,-100.8712,3735
Lyman,South Dakota,43.8958,-99.8474,3719
Echols,Georgia,30.7101,-82.894,3707
Chase,Nebraska,40.5242,-101.698,3704
Sheridan,Montana,48.7212,-104.5047,3700
Sweet Grass,Montana,45.8139,-109.941,3697
Cavalier,North Dakota,48.7723,-98.4648,3691
Adams,Iowa,41.029,-94.6992,3680
Fisher,Texas,32.7428,-100.4022,3680
Norton,Virginia,36.9315,-82.6262,3668
Hardin,Illinois,37.5182,-88.2668,3665
Catron,New Mexico,33.9152,-108.4046,3635
Lewis,Idaho,46.237,-116.4263,3630
Smith,Kansas,39.7852,-98.7855,3561
Hardeman,Texas,34.2902,-99.7457,3541
Costilla,Colorado,37.2781,-105.4282,3534
Mercer,Missouri,40.4223,-93.5686,3517
Baca,Colorado,37.3192,-102.5604,3496
Osborne,Kansas,39.3503,-98.7679,3493
Baylor,Texas,33.6165,-99.2135,3475
Hanson,South Dakota,43.6748,-97.7873,3443
Roger Mills,Oklahoma,35.6883,-99.6958,3423
Webster,Nebraska,40.1764,-98.5,3410
Aleutians East,Alaska,55.3669,-161.9805,3407
Kimball,Nebraska,41.1978,-103.7149,3395
Bennett,South Dakota,43.195,-101.664,3391
Tyrrell,North Carolina,35.8172,-76.209,3389
Chautauqua,Kansas,37.15,-96.2454,3389
Foster,North Dakota,47.4571,-98.883,3388
Petersburg,Alaska,57.1204,-132.934,3374
Hemphill,Texas,35.8376,-100.2706,3371
Granite,Montana,46.4045,-113.4404,3368
Nance,Nebraska,41.3973,-97.9922,3366
Traverse,Minnesota,45.7722,-96.4716,3345
Sutton,Texas,30.4984,-100.5382,3345
Knox,Texas,33.6061,-99.7414,3333
Hudspeth,Texas,31.4562,-105.3865,3329
Reagan,Texas,31.3662,-101.5231,3308
Coke,Texas,31.8886,-100.53,3305
Donley,Texas,34.9654,-100.814,3298
Emmons,North Dakota,46.2851,-100.2387,3297
Upton,Texas,31.3688,-102.0431,3284
Harper,Oklahoma,36.7888,-99.6673,3272
Concho,Texas,31.3266,-99.864,3235
Kinney,Texas,29.3502,-100.418,3157
Woodson,Kansas,37.8867,-95.7401,3134
Shackelford,Texas,32.7359,-99.354,3134
Harlan,Nebraska,40.1765,-99.4046,3094
Hand,South Dakota,44.5478,-99.0049,3075
Lipscomb,Texas,36.2776,-100.2731,3038
Nelson,North Dakota,47.9217,-98.192,3025
Stanley,South Dakota,44.4123,-100.7359,2979
Bowman,North Dakota,46.1126,-103.5206,2975
Sherman,Nebraska,41.2206,-98.9762,2970
Perkins,South Dakota,45.4905,-102.4757,2970
Crockett,Texas,30.7231,-101.412,2949
Fallon,Montana,46.334,-104.4174,2941
Rush,Kansas,38.5231,-99.3092,2939
Lincoln,Kansas,39.0453,-98.2077,2929
Jewell,Kansas,39.7847,-98.2183,2929
Sierra,California,39.5803,-120.5161,2916
Glascock,Georgia,33.2293,-82.6107,2903
Franklin,Nebraska,40.1763,-98.9528,2901
Baker,Georgia,31.3261,-84.4447,2878
Collingsworth,Texas,34.9648,-100.27,2865
Perkins,Nebraska,40.851,-101.6497,2860
Clay,Georgia,31.6262,-84.9801,2855
Edwards,Kansas,37.8876,-99.3122,2849
Hall,Texas,34.5308,-100.6811,2847
Jackson,South Dakota,43.6943,-101.6281,2838
Real,Texas,29.8318,-99.8222,2830
Douglas,South Dakota,43.3869,-98.3661,2823
Trego,Kansas,38.9143,-99.8728,2798
Decatur,Kansas,39.7847,-100.4599,2771
Gove,Kansas,38.9161,-100.483,2758
Logan,Kansas,38.9173,-101.1484,2752
Brown,Nebraska,42.43,-99.9295,2691
Morton,Kansas,37.1914,-101.7992,2688
Ness,Kansas,38.4794,-99.9161,2677
Hitchcock,Nebraska,40.1763,-101.0423,2620
Cheyenne,Kansas,39.7859,-101.7319,2619
Copper River,Alaska,61.8834,-143.9681,2614
Butte,Idaho,43.7229,-113.172,2605
Aurora,South Dakota,43.718,-98.5615,2590
Potter,South Dakota,45.0645,-99.9572,2587
Chase,Kansas,38.302,-96.594,2570
Pawnee,Nebraska,40.1315,-96.2371,2553
Rawlins,Kansas,39.7852,-101.0765,2544
Rich,Utah,41.6323,-111.2445,2543
Wayne,Utah,38.3244,-110.9038,2532
Cochran,Texas,33.6042,-102.8285,2529
McIntosh,North Dakota,46.1118,-99.4412,2529
Hamilton,Kansas,37.9991,-101.7912,2520
Harmon,Oklahoma,34.7441,-99.8462,2499
Frontier,Nebraska,40.5301,-100.3942,2491
Hettinger,North Dakota,46.4325,-102.4603,2477
Schleicher,Texas,30.8974,-100.5383,2474
Niobrara,Wyoming,43.0564,-104.4754,2460
Ziebach,South Dakota,44.9804,-101.6658,2455
Elk,Kansas,37.4537,-96.2441,2453
Sheridan,Kansas,39.3503,-100.4418,2450
Kiowa,Kansas,37.5582,-99.2861,2445
Graham,Kansas,39.3497,-99.8832,2430
Sherman,Texas,36.2777,-101.8934,2414
Sedgwick,Colorado,40.8759,-102.3518,2391
Kidder,North Dakota,46.9801,-99.7801,2391
Sanborn,South Dakota,44.0234,-98.0913,2373
Webster,Georgia,32.0469,-84.5511,2354
Eddy,North Dakota,47.7176,-98.9016,2345
Dolores,Colorado,37.7517,-108.5174,2329
Hoonah-Angoon,Alaska,58.2872,-135.6402,2329
Grant,North Dakota,46.3583,-101.6397,2320
Miner,South Dakota,44.0219,-97.6102,2312
Garfield,Washington,46.4316,-117.5452,2310
Griggs,North Dakota,47.4573,-98.237,2309
Renville,North Dakota,48.719,-101.6578,2282
Cimarron,Oklahoma,36.7483,-102.5178,2272
McPherson,South Dakota,45.7664,-99.2214,2251
Highland,Virginia,38.3623,-79.5686,2247
Greeley,Nebraska,41.5674,-98.5212,2212
Robertson,Kentucky,38.5188,-84.052,2207
Divide,North Dakota,48.8149,-103.4872,2195
Adams,North Dakota,46.0968,-102.5284,2190
Burke,North Dakota,48.791,-102.5182,2184
Culberson,Texas,31.447,-104.5173,2181
Quitman,Georgia,31.8673,-85.0188,2180
Oldham,Texas,35.405,-102.6028,2171
Towner,North Dakota,48.6855,-99.2457,2152
Faulk,South Dakota,45.071,-99.1453,2140
Wrangell,Alaska,56.3323,-132.0221,2134
Wichita,Kansas,38.4821,-101.3474,2131
Denali,Alaska,63.6714,-150.0118,2101
Keweenaw,Michigan,47.628,-88.4346,2088
Haines,Alaska,59.1199,-135.5002,2079
Wheatland,Montana,46.4663,-109.8446,2060
Stanton,Kansas,37.563,-101.7842,2060
Judith Basin,Montana,47.0454,-110.266,2039
Liberty,Montana,48.5617,-111.0246,1993
Jeff Davis,Texas,30.7154,-104.14,1992
Mellette,South Dakota,43.5813,-100.76,1989
Gilliam,Oregon,45.3783,-120.2108,1983
Worth,Missouri,40.4791,-94.4221,1982
Clark,Kansas,37.2355,-99.8203,1977
Menard,Texas,30.8898,-99.8206,1964
Meagher,Montana,46.5982,-110.8857,1948
Armstrong,Texas,34.9649,-101.3574,1912
Sherman,Oregon,45.4052,-120.6894,1900
Gosper,Nebraska,40.5148,-99.8307,1873
Buffalo,South Dakota,44.0763,-99.2049,1859
Deuel,Nebraska,41.1116,-102.3339,1858
Logan,North Dakota,46.4573,-99.4774,1849
Jerauld,South Dakota,44.0663,-98.6297,1836
Garfield,Nebraska,41.9144,-98.9914,1833
Oliver,North Dakota,47.1153,-101.3403,1832
Comanche,Kansas,37.1913,-99.2718,1825
Dundy,Nebraska,40.1762,-101.6879,1825
Garden,Nebraska,41.6194,-102.3354,1778
Steele,North Dakota,47.4562,-97.7246,1774
Powder River,Montana,45.395,-105.6302,1773
Hodgeman,Kansas,38.0875,-99.8979,1770
Boyd,Nebraska,42.8997,-98.7665,1767
Piute,Utah,38.3366,-112.1273,1764
Haakon,South Dakota,44.2944,-101.5399,1755
McCone,Montana,47.6452,-105.7954,1746
Golden Valley,North Dakota,46.9402,-103.8466,1734
Cheyenne,Colorado,38.8279,-102.6036,1726
De Baca,New Mexico,34.3425,-104.412,1695
Cottle,Texas,34.0776,-100.2788,1647
Taliaferro,Georgia,33.5661,-82.8788,1635
Eureka,Nevada,39.9839,-116.2686,1622
Dickens,Texas,33.6165,-100.7789,1570
Irion,Texas,31.3039,-100.9824,1561
Daniels,Montana,48.7838,-105.5486,1535
Campbell,South Dakota,45.7712,-100.0516,1534
Lane,Kansas,38.4813,-100.4664,1528
Alpine,California,38.5972,-119.8207,1515
Wallace,Kansas,38.9167,-101.7636,1489
Jackson,Colorado,40.6664,-106.3428,1440
Throckmorton,Texas,33.1775,-99.2123,1439
Wheeler,Oregon,44.726,-120.0275,1407
Sterling,Texas,31.8278,-101.0501,1392
Edwards,Texas,29.9827,-100.3048,1380
Kiowa,Colorado,38.4326,-102.7402,1347
Sheridan,North Dakota,47.5755,-100.3456,1338
Carter,Montana,45.5168,-104.5362,1332
Stonewall,Texas,33.1792,-100.2534,1331
Hyde,South Dakota,44.5473,-99.4871,1319
Sully,South Dakota,44.7156,-100.1322,1318
Rock,Nebraska,42.4213,-99.4499,1312
Skagway,Alaska,59.563,-135.3363,1303
Briscoe,Texas,34.5303,-101.2086,1290
Prairie,Montana,46.8605,-105.378,1283
Greeley,Kansas,38.4806,-101.806,1279
Motley,Texas,34.0741,-100.7798,1223
Issaquena,Mississippi,32.7415,-90.9892,1206
Harding,South Dakota,45.5803,-103.4958,1176
Sioux,Nebraska,42.4877,-103.7589,1162
Camas,Idaho,43.4633,-114.8058,1133
Wibaux,Montana,46.9653,-104.249,1119
Foard,Texas,33.9746,-99.778,1075
Glasscock,Texas,31.8695,-101.5208,1068
Jones,South Dakota,43.9606,-100.6897,1006
Lake and Peninsula,Alaska,58.6548,-156.1891,999
Keya Paha,Nebraska,42.8789,-99.7124,987
Esmeralda,Nevada,37.7846,-117.6323,980
Garfield,Montana,47.2776,-106.9929,976
Hayes,Nebraska,40.5248,-101.0619,919
Hinsdale,Colorado,37.8213,-107.3003,911
Terrell,Texas,30.225,-102.0765,862
Bristol Bay,Alaska,58.7439,-156.7,854
Golden Valley,Montana,46.3812,-109.1752,841
Billings,North Dakota,47.0236,-103.3763,839
Logan,Nebraska,41.5666,-100.4827,839
Slope,North Dakota,46.4472,-103.4599,837
Mineral,Colorado,37.6689,-106.9241,794
Wheeler,Nebraska,41.9148,-98.5282,771
Roberts,Texas,35.8384,-100.8136,764
Clark,Idaho,44.2839,-112.3512,756
San Juan,Colorado,37.764,-107.6762,690
Borden,Texas,32.7436,-101.4317,686
Treasure,Montana,46.2115,-107.2716,680
Harding,New Mexico,35.8579,-103.8203,671
McMullen,Texas,28.3526,-98.5679,670
Banner,Nebraska,41.546,-103.7105,670
Hooker,Nebraska,41.916,-101.1353,659
Grant,Nebraska,41.915,-101.7406,649
Daggett,Utah,40.8873,-109.5077,638
Kent,Texas,33.1813,-100.7776,635
Loup,Nebraska,41.9139,-99.4544,629
Thomas,Nebraska,41.9136,-100.5558,592
Yakutat,Alaska,59.8889,-140.3577,564
Arthur,Nebraska,41.569,-101.6958,485
McPherson,Nebraska,41.5682,-101.0604,456
Petroleum,Montana,47.1175,-108.2502,416
Blaine,Nebraska,41.9128,-99.9768,384
King,Texas,33.6165,-100.2558,216
Kenedy,Texas,26.9285,-97.7017,116
Loving,Texas,31.8493,-103.58,96
Kalawao,Hawaii,21.1709,-156.9475,50
